student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,,department,dropout,AVERAGE of study_hours_per_week,AVERAGE of attendance_rate
200183,NA,ECE,Nope,None,N,18,4.66237484,94.11181417,41484,4,20.3,38,2,4,No,0,,,,,
216702,NA,COMMERCE,No,Postgraduate,Y,19,6.793302613,96.98816252,89331,4,10.8,38,3,1,Yes,0,,,,,
203166,,ECE,nan,Graduate,Y,22,4.294258852,47.62720384,48055,3,20.9,50,1,8,No,1,,,,,
204061,FEMALE,ARTS,N,Postgraduate,Yes,26,6.585019712,48.91521488,52776,4,,59,1,0,No,1,,,,,
202297,Other,CIVIL,Yes,,Yes,22,4.559530181,73.31630926,23237,2,20.7,47,3,6,No,0,,,,,
210653,Male,,Nope,Secondary,Y,25,6.434053763,79.85559979,52183,6,14.6,40,3,9,Yes,0,,,,,
214753,M,BIO,Y,nan,N,19,6.35656768,67.0272968,42066,5,15.5,19,2,0,Yes,0,,,,,
206602,Female,,Yes,nan,nan,19,5.333441221,59.37066727,4836,6,12.7,29,3,2,No,1,,,,,
202836,NA,BIO,No,,nan,16,5.439014543,95.84294201,39901,6,13.2,44,0,6,No,0,,,,,
214370,M,ME,Nope,Primary,Yes,18,5.422545115,65.10873751,36912,2,5.1,46,0,2,Yes,0,,,,,
209477,FEMALE,ARTS,nan,Primary,N,22,5.432660872,66.21648704,60921,5,,53,0,9,No,1,,,,,
218338,Other,nan,No,nan,Yes,18,6.018995015,60.40043707,62876,5,10.4,32,0,6,No,1,,,,,
218918,Other,ECE,Y,nan,-,21,5.445659261,64.25375652,40630,2,23.4,3,3,9,Yes,0,,,,,
201955,FEMALE,BIO,Nope,Graduate,Y,23,6.496250484,91.50189877,37753,2,21,55,4,4,Yes,0,,,,,
217981,Male,COMMERCE,Nope,Postgraduate,Y,16,4.336330792,81.38511809,40114,4,,9,0,4,No,1,,,,,
209545,Female,ARTS,,NA,Yes,16,4.798793647,,27836,6,5.7,3,3,4,No,1,,,,,
215486,FEMALE,nan,Nope,Graduate,-,17,6.56882437,,74132,6,7.6,38,0,5,nan,0,,,,,
210709,NA,BIO,nan,Primary,N,24,6.200485724,75.86235997,68500,4,16.1,29,4,0,No,0,,,,,
214587,NA,ARTS,Nope,nan,,17,5.022407496,80.53476589,59329,2,11.9,49,0,9,Yes,0,,,,,
212888,FEMALE,nan,Y,Primary,Yes,20,4.481835642,85.60195219,43447,,11.1,37,2,7,No,0,,,,,
218153,Female,ME,No,nan,Y,,5.229714175,94.95539549,36279,6,14.6,7,1,0,No,1,,,,,
210446,M,nan,Yes,None,No,17,4.734237714,71.98800859,42463,2,11.3,16,0,9,No,1,,,,,
200533,Female,,No,Secondary,Y,25,4.279212043,72.23721603,35764,4,12.2,37,2,7,No,1,,,,,
214516,M,,No,None,No,18,6.285677735,52.15071687,51370,4,7.4,56,0,8,Yes,0,,,,,
200469,Female,ECE,nan,None,N,21,4.275357488,81.93211069,16188,5,13.7,27,0,7,No,1,,,,,
219506,M,COMMERCE,No,Graduate,Y,23,4.53329175,49.84210723,84666,2,6.1,13,0,4,Yes,0,,,,,
218701,Female,ME,,Secondary,N,18,6.163787414,77.43773195,38135,5,,41,2,4,NA,0,,,,,
206703,Other,ME,Y,Primary,No,21,5.663847917,78.92475229,-5510,6,8.4,40,4,0,Yes,0,,,,,
203761,FEMALE,COMMERCE,nan,Secondary,N,24,6.524531061,70.40978676,6699,4,13.7,46,4,4,Yes,0,,,,,
214528,Male,ARTS,N,Primary,Yes,17,4.819563249,77.35953647,82837,4,22.4,36,2,6,NA,1,,,,,
210815,Female,ARTS,nan,NA,Yes,17,4.237586692,80.33402443,17684,3,7.2,17,3,5,No,0,,,,,
218447,M,ECE,Y,Postgraduate,No,16,6.90095518,68.94597766,15812,3,13.4,52,2,0,No,0,,,,,
214354,Female,ARTS,Y,Secondary,N,,5.705086263,62.46813456,48520,5,6.7,33,1,5,NA,0,,,,,
211318,,ECE,N,Primary,Yes,16,5.640761766,75.31482054,34232,2,7.9,38,4,6,Yes,0,,,,,
201266,Female,ME,N,,No,23,4.23350114,65.51058049,59170,4,13.8,33,2,4,No,1,,,,,
215280,Male,ECE,Y,Secondary,-,25,5.370017074,,52714,5,7.1,29,0,5,N,1,,,,,
218978,Other,BIO,Y,Primary,-,21,6.64271296,67.01392018,61474,4,7.4,17,0,5,No,0,,,,,
208892,Other,COMMERCE,N,nan,Y,24,5.057494635,79.69055086,34619,5,19.9,52,4,6,Yes,1,,,,,
206478,Other,BIO,N,Primary,Y,26,6.582686961,93.38440914,83186,2,24.3,36,4,7,No,0,,,,,
206506,Female,ME,No,nan,No,24,4.179632525,66.04424131,56898,3,6.4,4,0,9,No,0,,,,,
217310,Male,ECE,N,Graduate,Yes,18,5.318708657,82.36910387,-2725,2,,9,1,3,NA,0,,,,,
203780,Male,CS,N,NA,No,23,6.088763084,58.91302586,68892,3,7.2,59,1,7,No,0,,,,,
213371,Female,ARTS,N,,,21,5.621321591,68.28868226,51663,3,9.5,1,4,0,No,0,,,,,
209098,M,nan,nan,nan,No,,5.836648349,64.60538687,34041,5,15,58,0,9,No,0,,,,,
208950,Female,CIVIL,Yes,None,-,17,5.276643253,65.03563227,63717,6,16,12,3,3,No,1,,,,,
206077,Other,BIO,Y,None,Yes,16,6.701143673,84.34385318,32052,5,7.8,21,0,0,Yes,0,,,,,
205331,Male,ARTS,No,Primary,Y,19,6.678075834,59.43859015,58251,6,9,6,1,1,No,0,,,,,
215004,NA,ME,nan,,nan,21,6.145077677,52.33000275,77272,5,15.5,55,2,6,No,1,,,,,
205343,FEMALE,ARTS,N,Postgraduate,N,23,6.651906919,80.52335401,33305,5,18.4,9,3,3,No,0,,,,,
203649,M,BIO,nan,Secondary,Y,25,6.510891175,71.67233506,46799,6,21.7,12,3,7,Yes,0,,,,,
202008,FEMALE,ECE,Y,None,Y,21,5.479586237,72.54779982,44646,2,11.5,2,1,7,No,0,,,,,
208667,M,CIVIL,Yes,Graduate,Yes,21,5.581391112,64.30594089,50668,5,20.3,1,2,0,No,1,,,,,
201566,Other,BIO,Y,Postgraduate,nan,20,5.311676474,78.83154266,68926,5,23.5,36,2,2,Y,0,,,,,
216501,M,ECE,No,Graduate,No,23,4.813265436,67.14344079,44285,6,22.3,47,2,2,No,1,,,,,
217567,Other,BIO,Yes,NA,nan,24,6.099812594,78.63639625,12204,5,22.1,16,4,8,No,0,,,,,
208492,,CIVIL,,NA,-,20,5.944492443,75.17633276,62692,4,10.1,5,2,2,Yes,0,,,,,
219306,Other,ME,N,Primary,No,24,5.522550063,64.71546508,45839,6,7.5,8,2,4,NA,1,,,,,
204514,Other,,Y,Primary,nan,16,6.822524199,75.06094114,31433,6,12.9,38,0,6,nan,0,,,,,
219137,M,nan,Nope,None,No,21,6.701561511,63.26165488,55652,6,19.6,29,1,6,No,0,,,,,
219332,Other,BIO,Nope,nan,nan,22,6.073569456,59.27082373,72682,2,6.4,8,3,2,No,0,,,,,
212439,Other,BIO,Nope,None,Y,21,6.463463785,60.36313053,13791,4,18.7,14,0,8,No,0,,,,,
206692,FEMALE,nan,N,,-,18,5.136513482,89.45732007,52980,5,19,39,2,4,Yes,1,,,,,
219719,Female,BIO,Y,Postgraduate,Y,24,5.491596545,75.98048411,45463,3,13.4,38,4,4,No,0,,,,,
201544,Male,CIVIL,Nope,Secondary,Y,20,4.658191769,82.85421047,48844,3,17.3,2,1,6,No,1,,,,,
212141,FEMALE,CS,Y,NA,-,17,4.091524753,89.09413057,76095,4,16.3,18,4,5,N,1,,,,,
215702,FEMALE,ARTS,No,Primary,N,,5.745294607,94.62512733,57274,,,8,4,9,N,0,,,,,
202604,Other,ME,No,Postgraduate,No,24,6.542287009,78.78691691,45633,3,11.5,27,0,0,Yes,0,,,,,
209751,NA,CIVIL,nan,None,-,21,5.43386511,78.13143963,44288,4,17.1,7,2,1,No,0,,,,,
205667,Other,ARTS,N,Graduate,No,23,,52.13598013,14461,3,17.3,13,2,1,NA,0,,,,,
216155,Female,ECE,Yes,None,nan,25,5.800303251,94.07781735,74850,2,7.6,25,1,8,No,0,,,,,
215579,M,BIO,Yes,Postgraduate,nan,,4.469806991,85.62376363,48167,2,20.6,13,2,7,No,0,,,,,
214429,NA,ARTS,Nope,None,Yes,26,6.929891377,78.55689496,64546,3,24.3,42,4,4,Yes,0,,,,,
209498,FEMALE,,Yes,Secondary,Yes,25,6.102578315,65.45457352,17427,5,14.5,27,2,7,N,0,,,,,
201281,FEMALE,CIVIL,N,Postgraduate,Y,20,6.164104007,64.06019415,84400,6,19,24,1,3,No,0,,,,,
202566,M,CS,nan,Postgraduate,No,22,6.354278322,70.00792865,6861,5,12.9,40,1,1,N,0,,,,,
208506,M,nan,N,Postgraduate,No,24,5.155298701,72.17227829,50378,5,10.2,44,0,4,No,0,,,,,
216135,FEMALE,CIVIL,nan,None,nan,22,5.054255472,77.1161059,68469,2,17.1,0,0,6,No,0,,,,,
202471,FEMALE,nan,Yes,Postgraduate,No,24,6.457829074,55.07658472,26082,3,,11,0,2,Yes,0,,,,,
219882,NA,,nan,None,nan,23,5.119492796,55.76909428,52413,3,14.7,19,1,1,No,0,,,,,
212059,M,ARTS,Yes,Secondary,nan,16,4.194711984,76.86770514,35556,3,10.9,18,1,1,No,0,,,,,
205587,M,ARTS,Y,Primary,-,25,6.832005622,57.05789004,42165,4,10.8,2,4,3,No,0,,,,,
215645,Female,ARTS,Yes,,Y,18,6.811490534,72.99316319,29988,6,7.8,58,1,2,No,1,,,,,
205219,Other,CS,Y,None,Yes,17,4.110435937,92.56964675,60838,4,11.8,14,1,3,No,0,,,,,
212259,Male,BIO,Yes,None,N,23,5.827851275,63.55962563,23569,,5.6,41,0,0,Yes,0,,,,,
211072,FEMALE,CIVIL,No,nan,-,24,6.486275096,84.68718632,42351,3,8.9,54,1,1,Yes,0,,,,,
205893,M,ARTS,nan,NA,N,18,,82.64271134,86068,2,16,35,1,1,No,0,,,,,
217454,Male,CS,N,Secondary,No,21,4.911448392,81.08070154,52704,3,16,26,4,8,NA,0,,,,,
214104,Male,COMMERCE,N,Primary,-,16,6.248180194,69.38705569,64845,5,24.5,57,1,5,N,1,,,,,
212522,Female,nan,No,,Yes,19,5.037705959,,621570,2,13.5,10,3,4,No,0,,,,,
207178,NA,COMMERCE,No,Secondary,N,26,5.608545329,85.40884074,41939,5,21.9,1,0,5,Yes,0,,,,,
204126,,BIO,nan,Postgraduate,nan,25,5.895266057,80.4385615,26970,,19.4,1,4,0,No,0,,,,,
214621,Female,BIO,Yes,Primary,Yes,25,5.561793295,69.69282802,23189,5,24.2,41,2,9,No,0,,,,,
205760,Other,ECE,Y,Secondary,,16,4.466358012,86.46536993,67258,2,18.6,33,2,2,Yes,0,,,,,
215356,NA,nan,No,Postgraduate,Y,18,5.284743412,91.09336031,36257,3,15.4,21,1,7,No,0,,,,,
203599,FEMALE,ECE,,Primary,No,21,4.573538044,67.82144094,51355,2,22,29,4,9,Yes,1,,,,,
206245,Female,CS,Nope,Postgraduate,N,16,5.70292732,91.5683558,30824,2,23.2,54,1,4,No,0,,,,,
215063,Female,CS,Yes,NA,Yes,26,5.598101891,60.21905388,53938,5,10.1,28,4,7,nan,1,,,,,
217734,FEMALE,ECE,Y,nan,Yes,17,4.119687398,78.27580095,61783,5,17.7,27,1,8,No,0,,,,,
204294,Other,ARTS,nan,Graduate,nan,23,6.358413525,66.47030957,19469,2,6.5,20,1,3,No,1,,,,,
219716,M,nan,nan,nan,nan,24,,99.72865083,34887,5,6.1,42,4,7,Yes,1,,,,,
212429,FEMALE,CS,N,Secondary,-,21,4.31998241,89.5980899,31873,5,18.4,55,1,1,No,0,,,,,
211828,Male,CIVIL,No,Postgraduate,Yes,21,6.992179301,63.39827869,50934,6,16.5,46,4,3,Y,0,,,,,
218015,M,CS,Y,Primary,Y,,5.087293796,99.7014547,82845,4,5.3,33,4,0,Y,0,,,,,
204093,Other,nan,Yes,Graduate,,22,4.29492525,75.34057434,54371,2,15.1,20,1,5,No,0,,,,,
213266,Other,CS,Nope,Primary,No,16,6.258734719,83.68850629,61069,2,18.2,6,3,3,No,0,,,,,
219470,M,COMMERCE,No,nan,N,23,4.269931172,89.4069823,48165,,13,7,3,1,No,1,,,,,
215595,Other,BIO,nan,Postgraduate,Y,24,6.248326573,70.23996337,55599,2,14.9,58,0,2,No,0,,,,,
213903,Other,COMMERCE,Yes,Secondary,Yes,23,6.940389023,,64622,2,14.4,9,1,0,No,0,,,,,
210244,Male,ECE,No,None,No,26,5.357211769,64.13121379,36364,2,17.8,27,4,8,No,0,,,,,
219814,FEMALE,ARTS,Nope,nan,nan,19,4.376227194,71.20273436,34327,4,14.1,17,0,6,No,1,,,,,
203402,Female,COMMERCE,Nope,,nan,26,4.616576458,100,28448,4,23.9,19,1,6,No,1,,,,,
207049,Male,nan,,Postgraduate,nan,22,6.920816058,70.66387796,41111,6,12.1,17,3,1,No,1,,,,,
203914,Male,CS,nan,Postgraduate,,26,5.627930527,81.56797851,77787,5,20.4,31,4,8,No,0,,,,,
219399,Male,ME,Nope,nan,Yes,17,5.110829202,85.68370794,38158,3,13.4,39,2,3,No,0,,,,,
213847,Other,ECE,N,Graduate,-,25,6.755954042,78.77658625,52272,6,15.9,56,3,0,No,0,,,,,
212613,M,,Y,None,,17,4.142086809,76.78613924,17645,4,15.1,28,3,8,Y,0,,,,,
208731,NA,COMMERCE,Y,,nan,,4.858571554,70.31323444,23001,5,8.2,18,0,0,No,0,,,,,
213242,Other,ECE,,NA,Yes,26,6.26694365,81.46847438,64241,2,9.4,51,2,0,No,0,,,,,
210089,FEMALE,COMMERCE,Yes,Primary,-,,6.029139266,86.94556946,52959,6,19.6,5,4,3,Yes,0,,,,,
203076,M,ECE,nan,nan,,19,4.466499662,62.68010191,40838,4,12.7,53,2,2,No,0,,,,,
205605,M,ECE,Nope,Primary,Yes,21,6.41817361,90.32178603,28743,3,8.3,17,1,3,No,0,,,,,
218148,Other,nan,N,None,Y,,5.725685746,55.22012354,304690,3,8.6,52,3,4,Yes,0,,,,,
208059,Other,ECE,Nope,None,nan,22,6.888700495,96.19235659,57721,4,7,51,0,4,Yes,0,,,,,
212076,Male,CIVIL,N,nan,N,18,6.304338014,81.85460704,21496,2,13.7,28,3,3,Yes,0,,,,,
206252,FEMALE,BIO,Nope,NA,-,26,4.113208838,78.13931204,90049,5,22.2,32,2,7,Yes,1,,,,,
203986,Male,CS,,NA,nan,18,4.877149511,72.41703268,46668,5,22.9,40,1,9,NA,1,,,,,
216944,FEMALE,ARTS,N,Primary,Yes,25,4.135475276,66.41031528,26806,5,23.5,47,0,4,No,1,,,,,
207453,FEMALE,CIVIL,No,,Yes,17,6.901290873,94.44681036,62186,4,20.1,24,3,1,No,0,,,,,
205848,Other,nan,N,Secondary,N,21,6.614963214,76.86763649,47438,4,16.5,16,1,8,No,1,,,,,
216401,Other,CS,No,Primary,Y,16,6.911809572,61.11214754,67133,2,24,44,4,0,N,0,,,,,
210155,FEMALE,CIVIL,N,Secondary,Y,26,4.132022641,71.28196455,73943,,18.8,41,2,9,Y,0,,,,,
203824,FEMALE,nan,Nope,NA,,16,5.871741075,96.38681318,76652,5,7.6,25,4,4,No,0,,,,,
214880,FEMALE,CIVIL,Yes,Graduate,Yes,25,6.214345864,69.90565341,35037,6,9.2,20,3,4,NA,1,,,,,
218838,,CIVIL,Y,None,Yes,,,89.32675599,83093,3,18.9,58,3,4,No,0,,,,,
213301,,CIVIL,N,NA,Y,26,5.798879495,67.05255965,44223,2,16.6,59,0,6,nan,0,,,,,
219681,Female,BIO,No,Secondary,nan,22,4.341188102,79.73119269,43779,4,24.3,32,4,4,NA,1,,,,,
219553,Male,ARTS,Y,Graduate,Y,,4.864039458,79.27105458,30927,3,5.2,14,0,0,No,0,,,,,
200157,Other,ARTS,No,Postgraduate,nan,18,6.580766302,77.03508424,28205,5,14.6,20,1,8,No,1,,,,,
211076,FEMALE,CIVIL,Y,Secondary,Yes,21,5.717547202,54.89486699,42313,5,24.6,36,3,5,No,1,,,,,
200188,Female,nan,Yes,Postgraduate,Y,22,6.487813308,66.81612298,66182,3,23.1,53,2,8,nan,0,,,,,
203577,FEMALE,CS,No,Secondary,Y,26,5.224044875,83.78458532,60108,2,13.5,45,2,8,No,1,,,,,
202493,NA,ECE,Yes,None,-,23,6.409578467,62.6947793,40521,5,5.8,59,3,4,nan,0,,,,,
209935,Other,ECE,Nope,Secondary,Yes,22,4.45790731,72.96913845,45904,3,14,46,4,3,No,0,,,,,
203848,Male,nan,Y,Secondary,-,,4.581619821,77.13026981,89385,6,14.2,28,1,3,No,1,,,,,
206926,Other,ECE,Nope,Graduate,nan,19,5.885653558,68.83373228,27493,4,21.9,13,3,2,No,0,,,,,
213101,Female,nan,No,nan,-,26,6.059671741,57.97452339,41347,6,15.4,18,0,0,Yes,1,,,,,
215425,FEMALE,CIVIL,Y,Primary,No,23,4.644382612,77.31877083,62598,3,16.1,24,2,2,,0,,,,,
213186,M,,N,Postgraduate,No,17,6.953878976,59.65136515,58579,2,23.9,29,1,1,NA,0,,,,,
218250,FEMALE,CIVIL,No,None,Yes,17,5.5580196,69.4708256,31582,4,6.6,9,3,4,No,1,,,,,
213951,NA,nan,Y,Primary,Yes,22,4.04591904,88.23800792,79482,5,15.1,37,1,1,No,1,,,,,
207451,Other,nan,No,Secondary,No,16,6.300932071,86.4243211,61839,5,22,48,1,0,No,0,,,,,
202703,NA,CS,N,Secondary,Yes,,,98.03112872,68377,6,23.6,23,3,3,No,0,,,,,
216067,NA,CS,nan,nan,-,23,,64.89912845,57825,4,,32,2,2,No,1,,,,,
219207,Female,ECE,Y,Secondary,Y,23,6.671047572,72.26214347,16345,6,,42,3,6,No,1,,,,,
210769,NA,CS,Y,Primary,N,23,4.657270082,51.87949999,40487,6,17.5,14,2,0,nan,1,,,,,
203013,Female,BIO,Nope,Secondary,No,26,4.392796145,66.99524952,44533,,8.3,40,3,4,No,1,,,,,
211056,Female,ARTS,nan,NA,-,18,6.943154841,76.99020284,21418,4,12.7,4,4,3,Yes,0,,,,,
211811,Female,ME,Y,Graduate,Yes,19,5.735221532,83.76763775,62175,5,11.5,34,4,9,No,0,,,,,
209564,FEMALE,ECE,N,nan,-,16,6.843409312,64.63567518,55321,6,17.8,23,0,4,Yes,0,,,,,
218561,Female,COMMERCE,,None,-,,4.941907047,65.83752171,80514,6,15.4,48,2,4,No,0,,,,,
206307,Male,ME,Nope,nan,Y,17,6.827420545,76.60532813,63400,2,22.1,11,0,0,No,0,,,,,
208568,M,CIVIL,Y,,N,24,5.300631471,78.33232525,72758,4,16.2,53,0,2,N,0,,,,,
213802,Male,ARTS,N,Graduate,Y,26,4.152752246,60.57906637,70686,5,8.7,10,3,1,No,0,,,,,
209331,Other,CS,Nope,None,Y,26,5.953377726,72.05789054,55298,4,7.9,33,1,9,No,0,,,,,
205630,NA,COMMERCE,No,Secondary,nan,22,4.469516179,82.52345174,75100,,5.9,58,0,4,,1,,,,,
208616,Female,ECE,No,None,N,16,6.445395164,72.60160755,79726,,12.6,2,0,9,No,0,,,,,
209785,NA,nan,Nope,None,Yes,25,6.486753475,99.73054758,37230,3,,39,1,5,No,0,,,,,
212137,Female,ARTS,No,,-,25,4.651747789,90.63727352,57345,3,11.1,3,4,8,,0,,,,,
209010,Other,ARTS,Nope,nan,N,16,4.500352418,48.004574,54552,5,16.1,59,2,9,No,1,,,,,
213723,M,BIO,Y,Postgraduate,Y,23,4.003925289,82.72164112,46754,4,16.3,36,1,1,Yes,1,,,,,
203639,M,COMMERCE,Y,None,N,19,5.426038656,79.66597623,29819,2,16.6,26,4,3,No,0,,,,,
200428,NA,ARTS,N,Primary,Yes,21,4.451257543,91.9884293,45995,4,6.4,58,3,4,Yes,0,,,,,
214584,FEMALE,ARTS,nan,None,nan,24,4.861366878,65.76329619,27018,3,18,8,3,8,NA,0,,,,,
217519,FEMALE,CS,Y,Primary,nan,18,6.796063127,65.93108561,20487,,24.6,11,2,2,No,0,,,,,
214001,Other,BIO,nan,Graduate,N,21,4.168266956,53.27820733,32995,2,15.3,55,1,1,No,1,,,,,
206279,FEMALE,CS,No,nan,-,16,6.417048896,70.06504319,76501,5,21.5,52,4,9,Yes,1,,,,,
218039,Other,CS,Y,Secondary,Y,21,4.153603733,88.29395946,30746,3,5.2,12,1,6,N,0,,,,,
212436,Other,nan,Yes,Postgraduate,Yes,19,6.505154632,89.45987139,40725,4,6.4,2,2,3,No,0,,,,,
210460,Female,,No,Graduate,N,25,6.696760425,90.01604492,37669,3,9.7,49,4,5,No,0,,,,,
210301,Female,CIVIL,N,nan,nan,22,4.303412686,78.50316549,2210,5,20.1,6,2,1,NA,1,,,,,
202359,Other,ECE,No,Graduate,Yes,24,6.312054888,53.23826339,52290,2,21.5,43,1,8,No,0,,,,,
200673,Other,CS,No,nan,No,17,,79.15849393,50974,3,10.2,36,4,6,Yes,0,,,,,
211293,FEMALE,ME,Y,None,N,17,5.987756914,45.7687147,52623,2,,23,4,2,Yes,0,,,,,
211058,FEMALE,ARTS,Nope,nan,Y,,,56.20800545,46943,2,14.3,39,1,9,No,0,,,,,
216249,Male,BIO,Nope,nan,No,24,4.724058038,97.62577997,31164,5,5,36,1,5,No,0,,,,,
206682,Male,ARTS,N,Postgraduate,nan,19,5.361712447,69.24970675,84294,3,20.9,22,1,1,nan,0,,,,,
216454,Female,CIVIL,No,Secondary,Yes,22,4.790413798,80.92047714,73160,5,11.2,31,4,3,Yes,0,,,,,
202820,FEMALE,BIO,N,Postgraduate,Yes,21,4.13661072,44.12041842,47731,4,20,59,4,1,Y,1,,,,,
208619,FEMALE,COMMERCE,Yes,None,-,25,6.232993802,73.40966419,41951,2,13.5,1,1,6,No,0,,,,,
214936,M,ARTS,N,Secondary,-,24,5.464843525,89.85150264,98350,5,17,19,3,8,No,0,,,,,
202791,Female,ECE,Nope,Primary,Yes,25,5.306965304,85.49796217,53345,5,7,27,1,6,No,1,,,,,
200388,Other,CS,,Primary,N,24,5.938972418,56.38726434,55641,2,6.3,26,4,4,No,0,,,,,
219988,NA,ARTS,N,None,,21,,77.51066093,33892,2,15.6,20,0,7,nan,0,,,,,
206760,Female,BIO,No,NA,N,,6.855999547,71.9023339,51798,,5.1,38,4,1,Yes,0,,,,,
210809,FEMALE,,N,None,Y,18,4.13866759,51.2801455,33633,2,16.4,8,2,6,Yes,0,,,,,
216117,Male,ARTS,Yes,NA,nan,17,5.555720636,76.54280892,44957,2,20.7,49,4,7,No,1,,,,,
216451,Other,CS,Yes,NA,No,26,4.458188769,81.61859448,33167,4,22.2,46,3,2,Yes,1,,,,,
201326,Female,BIO,,Postgraduate,Yes,24,6.236891876,64.18137638,65159,6,10,35,3,0,No,1,,,,,
207275,M,CS,Nope,nan,Y,19,5.281292853,77.42483922,38915,2,10.8,2,4,5,Yes,0,,,,,
210890,NA,CIVIL,Nope,nan,,16,4.330713657,,42065,4,20.4,18,0,6,No,1,,,,,
214590,Female,CIVIL,No,NA,Y,17,4.172861772,66.91608722,61370,2,18.6,43,2,5,No,0,,,,,
200915,NA,COMMERCE,N,nan,Yes,25,4.136648076,57.93660507,38659,5,17.5,51,2,5,NA,1,,,,,
211438,Other,,Y,nan,No,19,5.251610002,85.25445406,84194,2,,55,2,3,Yes,0,,,,,
208913,Female,ME,N,Graduate,Yes,22,6.987689589,75.15825256,37241,6,18.5,53,1,6,No,0,,,,,
209887,Female,nan,Yes,nan,N,16,5.484887235,73.48136443,40493,3,23.3,45,3,0,Yes,0,,,,,
201650,Other,nan,No,None,-,26,4.462931907,64.7787092,37349,3,,9,0,0,Yes,0,,,,,
212359,FEMALE,ECE,Nope,Postgraduate,,23,4.596204203,,44244,5,19.8,8,0,1,No,0,,,,,
206267,Other,,Yes,Primary,N,20,6.466165567,67.48524972,42907,2,11,17,3,1,No,0,,,,,
205248,FEMALE,BIO,Y,nan,Yes,17,4.509251273,82.29867394,73852,4,16.2,31,0,6,No,1,,,,,
204455,Male,CIVIL,Nope,Graduate,Yes,20,6.848639139,80.2385012,38780,5,17.4,18,0,4,N,0,,,,,
205916,Male,nan,Y,None,Y,21,5.19239693,76.87371939,51174,5,12.4,22,3,1,,1,,,,,
208821,M,COMMERCE,No,Postgraduate,nan,16,4.458486368,62.70181199,58432,3,9,13,1,9,No,0,,,,,
200435,NA,BIO,Yes,None,-,26,4.992656623,62.99939149,34513,4,22.3,34,0,6,Yes,0,,,,,
212908,M,nan,Y,Postgraduate,Yes,23,4.063949051,97.05919398,63307,5,12.5,23,2,8,No,1,,,,,
206320,FEMALE,,N,nan,nan,23,4.182647266,84.66834474,104028,3,20.1,6,3,2,No,1,,,,,
207585,Male,ECE,,nan,-,16,5.161176975,67.07399811,20059,3,15.4,36,4,0,,1,,,,,
218786,FEMALE,COMMERCE,nan,Primary,-,26,6.737170105,83.961825,24949,3,8,0,3,8,No,0,,,,,
214989,Other,ARTS,nan,NA,N,17,6.862381325,63.14557403,68421,6,13.5,26,4,9,No,0,,,,,
211097,Female,COMMERCE,N,Secondary,-,26,6.958006483,100,797380,6,,20,1,9,Yes,0,,,,,
218726,Other,nan,Y,None,No,21,6.526331748,61.90239412,39858,4,10.6,44,2,5,No,0,,,,,
202562,M,BIO,,Secondary,nan,22,5.617745109,64.33194362,13190,3,5.7,14,4,9,Yes,0,,,,,
219312,Other,BIO,No,NA,-,16,5.384167213,89.97921403,74043,2,24.4,37,2,7,NA,0,,,,,
219608,NA,COMMERCE,No,nan,-,23,5.422469071,74.09199138,78741,4,10.5,29,1,6,Yes,0,,,,,
203198,M,CS,N,Graduate,Yes,17,5.728667201,69.24273102,15034,4,21.9,22,2,4,No,1,,,,,
215958,M,ME,N,Primary,Y,20,4.194352076,70.697138,4111,4,19,20,3,3,Yes,0,,,,,
218510,NA,CS,Yes,Secondary,N,26,4.567595033,69.06229952,72214,5,22,52,3,0,Yes,0,,,,,
210456,FEMALE,CIVIL,nan,Primary,Y,20,6.050205739,75.4024767,90327,2,15.5,50,3,0,No,0,,,,,
216409,NA,CS,Nope,Secondary,,16,4.950303261,78.0872606,40205,2,18.1,28,3,6,N,0,,,,,
217580,,BIO,N,nan,Y,,5.123816884,77.28118827,42324,2,19.8,3,0,4,nan,1,,,,,
208878,,BIO,Nope,Primary,nan,21,5.580451696,66.80321365,76492,2,21.6,23,0,4,,0,,,,,
212480,Other,nan,N,Primary,N,,5.789887415,78.04234817,42387,5,24.8,7,3,0,No,0,,,,,
207356,Male,ECE,Y,Secondary,No,26,5.2696156,70.77155793,85742,5,19.2,29,2,1,Yes,1,,,,,
200531,M,ECE,N,NA,-,19,5.831882516,79.90966698,62852,2,14.2,48,1,1,No,0,,,,,
207094,M,BIO,Y,Postgraduate,Yes,18,6.557377578,59.16070356,25573,2,,30,1,6,No,0,,,,,
218364,Female,ME,No,None,-,26,4.978051796,76.59948116,40693,4,9.5,1,3,8,Yes,0,,,,,
207484,Female,COMMERCE,nan,None,nan,19,6.000284371,,63982,3,11.2,22,3,4,No,1,,,,,
211839,Other,ECE,Nope,Postgraduate,-,16,5.368990103,89.38630278,46702,5,24.2,28,0,9,No,0,,,,,
211106,Female,COMMERCE,Nope,Postgraduate,No,21,4.335954413,67.85780768,46352,6,23.8,51,2,2,No,0,,,,,
213306,Male,CIVIL,N,Secondary,nan,23,5.270330689,69.80293391,12365,5,13.7,39,3,0,Yes,0,,,,,
217349,Female,nan,Yes,NA,,19,5.952116755,60.64985327,49973,2,17.9,47,4,4,No,1,,,,,
