age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,dropout,Unnamed: 17,department.1,dropout.1,AVERAGE of study_hours_per_week,AVERAGE of attendance_rate,gender_male,gender_other,department_BIO,department_CIVIL,department_COMMERCE,department_CS,department_ECE,department_ME,scholarship_yes,parental_education_Postgraduate,parental_education_Primary,parental_education_Secondary,extra_curricular_yes,sports_participation_yes
25.0,6.34748282,68.70969304,44475.0,6.0,23.0,20,3,5,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,False,True,True,False,False,False,True
24.0,6.281572329,61.48651537,47435.0,2.0,21.8,5,0,8,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,False,False,False,False
23.0,4.994981276,64.99956278,68039.0,4.0,20.2,50,3,3,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,False
22.0,6.683208579,88.62867908,33859.0,6.0,22.9,15,3,1,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,True,True,False,False,False,False,False
23.0,4.739837385,48.92275763,66470.0,3.0,17.4,35,1,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,True,False
26.0,4.98961355,75.78901213,64781.0,4.0,19.9,4,0,8,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,False,True,False,False,False,True,False
24.0,5.527363741,80.74724957,751070.0,3.0,5.6,35,3,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,True,True,False,False,False,False
17.0,4.688675791,73.60292734,27695.0,4.0,22.7,37,2,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,True,False
19.0,5.500271303,74.45677255,12234.0,4.0,15.5,12,0,0,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,False,False,True,False
21.0,4.989009783,69.43479053,15695.0,6.0,15.8,51,4,4,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,True,False,False,False,True
26.0,6.745300152,86.75470484,29697.0,3.0,15.1,31,4,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,True,False,False,False,False
21.0,6.588908948,58.17382052,50543.0,2.0,12.7,39,4,1,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,False,True,False,False,False,False,False
17.0,4.714173881,84.82512258,59833.0,4.0,22.0,57,0,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,True,False,False,False,True,True
21.0,4.989519012,69.96556009,73341.0,3.0,20.4,46,4,6,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,True,False,False,False
19.0,6.929792833,79.74191001,60673.0,2.0,10.4,43,4,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,True,False,False,False,False,True
16.0,4.417286272,75.09409398,66747.0,5.0,19.6,48,1,4,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26.0,4.642439189,75.09409398,47933.0,4.0,20.0,45,1,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,True,True
19.0,5.735966478,84.67455931,6658.0,2.0,7.1,56,2,6,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,False,False,True,False
18.0,4.20174574,75.09409398,51941.0,5.0,15.1,4,1,7,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,True,False,False,True
26.0,6.245460221,76.95631083,48934.0,6.0,21.7,22,0,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,True,False
21.0,5.896431196,74.81123791,56281.0,6.0,13.6,32,2,6,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,True,False,False,False,False,False
18.0,4.167220388,60.95786896,51579.0,6.0,20.4,21,4,6,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,True,False,True,True
19.0,5.356660105,82.56249791,85168.0,2.0,15.6,21,2,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,False,False,False,False,False
19.0,4.943542316,62.51835445,48081.0,3.0,23.5,32,3,2,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,False,False,False,False
18.0,5.500271303,85.92633342,46114.0,5.0,12.8,21,3,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,True,False,True,False
23.0,5.39365501,51.52803294,77851.0,2.0,22.6,54,4,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,False,False,True,True,True
21.0,5.317394109,68.83138568,72259.0,6.0,14.0,57,3,8,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,True,True,False,False,False,False
17.0,4.116830932,76.99576982,29170.0,4.0,5.9,6,3,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26.0,6.104334859,72.35974018,56646.0,6.0,8.9,34,4,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,False,False
21.0,4.794120166,77.47975014,56976.0,4.0,10.1,7,4,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,True,False
26.0,4.814463346,69.04013321,84024.0,2.0,6.9,30,3,8,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,True,False,True,False,False,False
16.0,5.744729576,69.39252638,24131.0,6.0,7.9,37,0,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,True,True
26.0,6.522456098,76.18157609,60036.0,3.0,22.1,1,4,3,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,True,False,False,False,False,False,True,False
23.0,5.484168571,69.81201852,27416.0,5.0,22.9,17,3,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
20.0,4.046778107,65.99523881,35759.0,6.0,24.1,34,1,1,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,False,False,False,True
26.0,5.426772347,84.08863987,40691.0,3.0,11.9,20,3,5,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,True,False,False,True
17.0,5.768563047,99.30211058,72255.0,2.0,9.3,9,1,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,False,False,True,True,False
25.0,4.419451837,59.06396776,441580.0,3.0,20.6,41,1,9,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,False,False
18.0,5.699267479,79.24716473,26223.0,6.0,9.4,35,1,7,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,False
26.0,4.860575281,95.64303858,69458.0,6.0,13.8,14,2,0,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18.0,6.099371239,73.80529947,58455.0,2.0,21.3,39,4,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,False,True,False,True,False
17.0,4.288479299,82.59282183,31550.0,3.0,11.6,8,3,1,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,False,False,False,False,True
21.0,4.872840128,94.77471222,41876.0,6.0,17.7,59,4,6,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16.0,5.501104329,60.29837118,55369.0,4.0,10.6,23,4,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,True,False,True,True
18.0,4.854320367,42.05171702,30799.0,4.0,23.3,11,2,4,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,True,False,False,False,True
17.0,4.534981903,72.70752782,25428.0,2.0,6.9,4,0,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,True,True
21.0,5.898474413,100.0,67491.0,6.0,10.3,1,2,9,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,False,False,False
25.0,6.019155909,85.62274739,23618.0,3.0,16.0,47,2,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,False,False,False,True
26.0,6.085278057,80.30381908,62414.0,2.0,15.2,20,1,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,True,True
24.0,5.184581307,72.04760015,52434.0,2.0,7.9,38,3,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,True,False,False,False,True,False
24.0,5.301611416,63.29886116,19634.0,4.0,20.8,58,2,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,True
26.0,6.054627817,65.94416455,49030.0,6.0,20.9,28,3,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,True,False
17.0,4.75627195,79.73262051,41680.0,3.0,24.0,14,0,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,False,False,False,True
19.0,5.521651368,62.03471079,71606.0,5.0,11.6,11,2,7,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,True,False,False,False,False,True
23.0,5.120968109,78.5572588,48620.0,4.0,20.4,52,0,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,False,True,True
18.0,5.500271303,63.36107979,49655.0,4.0,21.2,23,0,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,True,False,False,False,True,True
17.0,6.423247548,66.45298378,45759.0,3.0,19.8,34,3,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,False,False,False,False
25.0,5.848590372,63.13130572,55254.0,4.0,6.6,43,4,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,False,False,False,True
22.0,5.80359505,90.22749547,14545.0,5.0,19.5,58,1,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,True,False,False,False,False
26.0,6.549174614,85.86813043,41215.0,4.0,21.7,18,3,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,True,False,False,True,False,False
23.0,4.552308455,79.17707772,76076.0,5.0,20.4,19,2,0,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,True,True,False
16.0,4.7036594,54.81704177,63764.0,3.0,18.2,33,1,8,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,True,False,False,False,False,False
23.0,4.2549903,87.87897435,14174.0,4.0,18.0,31,0,3,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,True,False,False,True,False
20.0,6.865179492,70.04129346,61621.0,3.0,12.5,17,2,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,True,False,True
20.0,6.015004858,66.00273667,61502.0,3.0,10.3,5,2,7,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,True,True,False,False,False,False,False
21.0,5.141441926,66.3940451,40310.0,6.0,10.4,27,4,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,False,False
24.0,6.326116597,72.08931195,62490.0,2.0,13.8,14,3,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,True,False
23.0,5.543945623,80.50316635,63981.0,2.0,8.3,57,1,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,True,False,False,True,False,False
24.0,4.103026699,100.0,102121.0,2.0,18.0,7,2,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,True,False,False,False,False,True
25.0,6.804445724,99.61549818,75492.0,2.0,24.5,56,4,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,False,False,False,False
20.0,5.516607117,65.31914731,39890.0,2.0,20.7,38,0,2,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,True,False,False,False,False,False
23.0,4.435657681,65.47078115,101947.0,4.0,14.7,19,0,6,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,True,False,False,True
19.0,4.619262565,61.94991603,22802.0,4.0,10.2,47,2,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,False,False,False,False
24.0,6.032147476,77.04489753,19344.0,4.0,11.0,55,1,1,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,True,False,False,True,True
17.0,6.909536787,66.29418983,82980.0,6.0,15.3,30,1,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21.0,5.79823156,59.18010114,43152.0,6.0,23.1,35,2,3,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21.0,6.722752553,59.98842878,45490.0,5.0,22.8,32,2,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,False,False,False
19.0,4.228346396,70.79050763,75767.0,6.0,19.7,15,3,7,1,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,False,False,False,True,False
17.0,5.107276417,71.20155019,66054.0,6.0,17.4,38,4,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,False,False,False,False,False
16.0,4.062284355,63.39043322,33496.0,5.0,5.9,6,1,2,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,False,True,True,True
21.0,6.12072484,67.37845431,91686.0,2.0,13.7,0,4,1,0,, Total,0.5,15.042362955000002,74.93740904,False,True,True,False,False,False,False,False,False,False,False,False,True,False
16.0,5.182061809,58.50461783,34008.0,6.0,22.0,45,2,6,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,False,False
18.0,6.316685248,57.67442448,59252.0,2.0,11.8,12,0,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,False,False,False,False
21.0,4.118346466,60.3772093,50428.0,4.0,6.1,12,1,1,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,False,False,True,False,False
24.0,6.426769133,83.87054155,56633.0,6.0,8.9,37,4,6,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,True,False,False,False,False,False,False,False,False,False
16.0,6.015795335,73.89237102,62907.0,2.0,16.0,9,1,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,True,False,False,True
26.0,5.705246947,82.15945311,17002.0,2.0,21.9,58,4,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,False,False,False,False
21.0,4.851598048,61.66027437,96500.0,4.0,24.5,22,0,1,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
23.0,6.246143291,68.22630361,64807.0,6.0,8.9,49,3,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,True,False,False,False,False,False
18.0,6.047318651,84.18770842,34685.0,6.0,18.4,53,1,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,True,False,False,True,False,False
25.0,5.151333586,73.4870956,46651.0,2.0,15.1,41,0,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,True,False,False,False,False,True
19.0,5.564413634,74.7759668,47290.0,4.0,21.8,37,0,0,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,False,True,False,False,False,False,True
25.0,5.198551467,69.0948427,31594.0,4.0,8.7,3,3,9,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,True,False,False,False,True,False
25.0,4.994102291,87.52019625,87234.0,6.0,18.0,30,4,7,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,False,False,True,False,False,False
21.0,5.500271303,64.24710949,29932.0,5.0,10.5,1,3,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21.0,4.805460242,84.66411796,37030.0,2.0,7.9,57,2,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,True,False,False,False,False,True
21.0,4.942626926,100.0,44346.0,4.0,9.8,2,0,6,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
20.0,5.500271303,88.09389031,46046.0,5.0,15.3,49,3,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,True,False,True,False,False,False
24.0,4.626867564,65.13779249,55093.0,2.0,7.6,20,3,0,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,False,False,True,False,False,False
26.0,5.445637049,68.00858408,78164.0,3.0,10.1,48,4,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
26.0,5.020209482,74.52500814,61131.0,3.0,16.6,35,0,6,1,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,True,False,False
22.0,6.943633652,92.77109926,50927.0,6.0,6.4,30,1,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,False,False
16.0,6.714883338,97.98382664,62378.0,3.0,6.9,23,3,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,False,False,False
16.0,6.48312995,67.42033409,74065.0,2.0,17.7,58,1,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,False
24.0,5.498328571,68.45028743,67696.0,5.0,7.1,57,0,0,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,True,True
25.0,4.166600991,65.82161868,1000150.0,2.0,18.5,22,3,6,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,True,False,False,False,False,False,False
16.0,4.995539664,81.08712604,66940.0,4.0,15.2,3,3,7,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,False,False,False,True,True,False
25.0,5.855540757,81.49630035,42253.0,3.0,19.0,10,3,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,False,True,False,False,False
21.0,5.836871107,56.67217747,61213.0,3.0,16.6,10,0,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,False,False
16.0,6.283425889,84.36401574,107330.0,4.0,12.3,51,4,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,True,False,False
17.0,4.08034308,72.35150139,38057.0,4.0,10.9,37,4,0,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,True,True,False,False,True,False
25.0,6.947487563,75.83558794,34562.0,2.0,8.5,46,3,8,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,True,True,False,False,False,True,False
26.0,5.368150216,81.3167276,46643.0,6.0,12.3,36,1,4,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,False,True,False,False,True,False
18.0,5.422465782,97.13914056,15030.0,5.0,12.4,31,0,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23.0,4.06175524,70.72965207,83802.0,3.0,18.1,52,1,4,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,True,True,True,False,False,False,False
24.0,5.057954414,81.51869499,53729.0,5.0,5.7,8,0,5,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,False,False,False,True
26.0,4.72910904,76.54430405,78504.0,4.0,18.8,34,4,5,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,True,False,False,False
17.0,4.078984366,99.85177167,69032.0,4.0,22.3,25,3,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,True,False,False,False,False
18.0,6.520199825,63.82256428,69885.0,4.0,25.0,23,0,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,True,False,False,False,False,False,False,False,False,False,False,False
17.0,6.825122086,59.90956764,33335.0,4.0,8.1,3,4,3,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,False,False,False,True,True
22.0,4.189995534,81.08906708,37950.0,4.0,21.3,23,4,7,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,True,False,False,False,True,False
22.0,4.679227792,70.47231981,54576.0,6.0,7.2,49,0,5,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,True,False,True,False
24.0,4.706566503,76.30421056,81746.0,4.0,24.8,13,0,4,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,True,False,False,False,True,False,False,False
22.0,4.188444472,83.61707672,53798.0,2.0,10.6,47,1,8,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,True,False,False,False,False,False,True
16.0,6.54357079,75.36384343,23105.0,5.0,8.8,52,0,1,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,True
21.0,6.545606031,76.93183937,60838.0,2.0,11.3,47,3,2,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,True,False,False,True
20.0,6.825242252,91.15941326,49431.0,6.0,24.6,7,1,2,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,False,False,False,False,True,False
22.0,5.274198211,64.48209362,75353.0,5.0,15.6,44,0,4,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,False,True,False,False
22.0,5.500271303,59.87900198,39337.0,3.0,13.9,24,3,6,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,False,False,False,True,True,False
19.0,4.588773186,75.09409398,26855.0,3.0,17.2,38,4,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,False,False,False,True
22.0,4.774686385,75.09409398,22574.0,3.0,23.1,47,0,9,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,True,True,False
21.0,5.057834932,53.71893251,53870.0,3.0,18.4,15,1,7,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21.0,4.025954715,96.49333402,106056.0,3.0,15.7,14,4,3,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,False,False,False,False,False,False,False
16.0,5.500271303,83.44426745,48509.0,2.0,7.1,48,0,0,1,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,True,False,False,False
26.0,4.267146081,65.23333039,33856.0,4.0,22.7,53,1,1,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,False,False,False,False,True,False,False,True,False,False
21.0,4.807831948,97.61117987,51059.0,2.0,13.7,24,4,9,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,False,False,False,False,True,False
23.0,4.119542293,77.86192281,42766.0,4.0,8.5,15,3,4,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,True,False,False,True
20.0,6.323092557,100.0,21884.0,6.0,15.1,43,2,8,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,True,False,False,False,False,True,False,False,False,False,True
17.0,4.356989808,55.23385575,35973.0,3.0,17.8,27,2,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24.0,4.572113744,85.07818916,52633.0,4.0,15.5,20,1,8,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,True,False
21.0,5.500271303,98.03112872,68377.0,6.0,23.6,23,3,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,True,False,False,False,False,False,True,True,False
19.0,5.123401853,63.499175,89023.0,5.0,23.9,41,3,9,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18.0,4.874373985,76.65798543,51272.0,2.0,16.4,13,1,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,True,False,False,False,False,False,True
19.0,4.192764504,76.48048057,63411.0,5.0,10.6,40,3,7,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,5.437350724,67.7523878,50123.0,6.0,9.4,13,3,1,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,True,False,False,True,True,False,False,False,False
21.0,5.273896136,64.43803198,13953.0,3.0,21.8,2,4,8,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,True,False,False,True
19.0,5.90883506,77.34590265,59766.0,2.0,15.9,15,0,0,0,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,True,False,False,False,True,False,True,False,False,False
16.0,4.807979435,58.71901495,44284.0,2.0,20.3,33,3,0,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,True,False,False,False,False,True,False,True,False,False,False
16.0,5.636194107,70.15316631,84879.0,6.0,7.1,31,2,8,1,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21.0,5.849475455,55.91127133,56679.0,4.0,8.2,43,3,4,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,False,False,True,False,True,False,False,False,False,False
26.0,4.644218288,84.66112724,39344.0,6.0,12.3,46,1,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,True,False,False,False,False,False,True,False,True,True
21.0,5.552297819,98.1180223,44017.0,2.0,16.2,37,2,8,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,True,False,False
17.0,5.072822856,75.92037088,43098.0,3.0,23.9,47,0,6,0,, Total,0.5,15.042362955000002,74.93740904,False,True,True,False,False,False,False,False,False,False,False,False,True,True
24.0,6.796031921,85.3169024,56952.0,6.0,15.1,24,2,4,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,False,True,False,False,False,True,True,False,False,True,False
22.0,6.113726701,82.32264195,65634.0,3.0,15.0,49,2,3,0,, Total,0.5,15.042362955000002,74.93740904,False,False,False,True,False,False,False,False,True,False,True,False,False,False
26.0,4.753854078,54.24642952,80463.0,3.0,12.2,24,3,7,1,, Total,0.5,15.042362955000002,74.93740904,False,True,False,False,True,False,False,False,False,False,False,True,False,False
19.0,4.816661889,64.91573122,90516.0,4.0,12.9,22,0,1,0,, Total,0.5,15.042362955000002,74.93740904,False,False,True,False,False,False,False,False,False,False,False,True,False,True
18.0,5.894024268,83.65264151,50391.0,5.0,21.2,38,1,3,0,, Total,0.5,15.042362955000002,74.93740904,True,False,False,False,False,False,True,False,False,False,False,False,True,False
